"lemma","frequency"
"Fortitudo",1
"Fort",1
"Format",1
"Forever",1
"Forecasting",1
"Forbes",1
"Football",1
"Food",1
"FogGuruProject",1
"Fluid",1
"Flow",1
"Florida",1
"Florian",1
"FlitPath",1
"Flipping",1
"Flinders",1
"Flash",1
"First",1
"Firm",1
"Fire",1
"Finishing",1
"Finish",1
"Finegrained",1
"Filtering",1
"Figures",1
"Fight",1
"Fifty",1
"Fields",1
"Fidelity",1
"Fibonacciday",1
"Feiner",1
"FeinbergSchool",1
"Feelin",1
"Feel",1
"Feed",1
"FedScoop",1
"FedEx",1
"Faster",1
"Fast",1
"Fascinating",1
"Farshid",1
"Farms",1
"Fanghui",1
"Fandel",1
"Fanatical",1
"Falsehoods",1
"Falls",1
"Falco",1
"Falahkheirkhah",1
"Fajitas",1
"Fairness",1
"Fairchild",1
"Fair",1
"Failure",1
"Faculty",1
"Factors",1
"Factorization",1
"Facility",1
"Facialrecognition",1
"Facebooks",1
"FTP",1
"FROM",1
"FIU",1
"FINTECH",1
"FIFTH",1
"FCS",1
"FCPSSteam",1
"FBI",1
"FAST",1
"FAMILY",1
"FAIR",1
"F4F",1
"Extraordinary",1
"Express",1
"ExpoFest20",1
"Exploiting",1
"Exploit",1
"Explicit",1
"Explanations",1
"Explains",1
"Explaining",1
"ExpertSystems",1
"ExpertAdvice",1
"Expands",1
"Exists",1
"Exhibit",1
"Executives",1
"Executive",1
"Excellence",1
"Evolutionary",1
"Evolution",1
"Everythings",1
"EveryoneCanCode",1
"Evening",1
"Evans",1
"EvaluationMetrics",1
"Evaluating",1
"EuropeanProgrammes",1
"EurekAlertTrending",1
"EugeneJobs",1
"Eudes",1
"Ethical",1
"Ethan",1
"Estate",1
"Essen",1
"Eskin",1
"EsCODEdido",1
"Errors",1
"Error",1
"Eric",1
"Equations",1
"EpisodeOne",1
"EpicBuild",1
"Environment",1
"Entropy",1
"Entrepreneur",1
"Enthusiasts",1
"Enterprises",1
"Enter",1
"Enrollment",1
"Enrolling",1
"Enroll",1
"Enjoyed",1
"Engineerslater",1
"Endorsement",1
"Enago",1
"Empowering",1
"Empire",1
"Emotion",1
"Emerges",1
"Embedding",1
"Embedded",1
"Ellen",1
"Element",1
"ElectronicsICCSIE",1
"Electronics",1
"Electromobility",1
"Electric",1
"Eight",1
"Efficient",1
"Effects",1
"Effectively",1
"Educator",1
"Educations",1
"Educational",1
"Edtech",1
"Edmond",1
"Editor",1
"EdPolicy",1
"EdLeadership",1
"EdClips",1
"Echo",1
"Easy",1
"EastofEngland",1
"Earth",1
"EarlyLearning",1
"Early",1
"EVSC",1
"EUSD",1
"EU2020",1
"ESinnovate",1
"ESTIMATION",1
"EST",1
"EOS",1
"ELITEBOOK",1
"EDUCATIONFORALL",1
"ECruciani",1
"ECIL",1
"EASY",1
"Dynamics",1
"Dynamically",1
"Dutta",1
"During",1
"Duck",1
"Dublin",1
"Dual",1
"Drunk",1
"Drum",1
"Drpcfix",1
"Drone",1
"Driver",1
"Driven",1
"DriveYourWonder",1
"Dreamed",1
"DreamHack",1
"Drawing",1
"Drake",1
"DrKDGupta",1
"Doug",1
"Dong",1
"Dominating",1
"Domain",1
"Dogs",1
"Doctors",1
"Doctoral",1
"Docs",1
"Dockerfile",1
"Docker",1
"Django",1
"DjGeniusWiz",1
"Divide",1
"Diversity",1
"Diverse",1
"District",1
"Distribution",1
"Distributed",1
"Distinction",1
"Dissection",1
"Disruption",1
"Disparate",1
"Discrete",1
"Discovery",1
"DisasterRecovery",1
"Dipu",1
"Dillig",1
"Digitalization",1
"DigitalSkillsMatter",1
"DigitalSkillsAf",1
"DigitalEthics",1
"DigitalEngineering",1
"Different",1
"Differences",1
"Difan",1
"Diagrams",1
"Diagnostics",1
"Devices",1
"Developing",1
"DevFes",1
"Dev",1
"Deutschland",1
"Detroit",1
"Detectica",1
"Detect",1
"Detailed",1
"Desk",1
"Designers",1
"Designer",1
"DesignThinking",1
"DesignCon",1
"Deputy",1
"DepthFirst",1
"Depp",1
"Departments",1
"Demystifying",1
"Demystified",1
"Demos",1
"Demand",1
"Delve",1
"Delilah",1
"Degrees",1
"Defining",1
"Defense",1
"Deeper",1
"Deepening",1
"DeepMind",1
"DeepFovea",1
"DeepAR",1
"Decodes",1
"DecoChrom",1
"Deck",1
"Deciphering",1
"Decentralized",1
"Decatur",1
"Debugging",1
"Debug",1
"Deans",1
"Deal",1
"DeafEd",1
"Deadly",1
"Dead",1
"Datathon",1
"Datasets",1
"Databricks",1
"DataStructures",1
"DataInfrastructure",1
"DataFrame",1
"DataFlair",1
"Dasagi",1
"Danish",1
"Damage",1
"Daesik",1
"DYK",1
"DYING",1
"DVCS",1
"DSP",1
"DOWNLOAD",1
"DNNBased",1
"DNANet",1
"DIP",1
"DF19",1
"DEVcommunity",1
"DESIGNED",1
"DEO",1
"DEEP",1
"DECEMBER",1
"DDR4",1
"DCLstem",1
"DCIM",1
"DAgostino",1
"DATA",1
"DARPA",1
"Cycle",1
"Cyberpunk",1
"Cyberbot",1
"CyberTeacherND",1
"CyberTeacher",1
"CyberSecurity",1
"CyberGym",1
"Custom",1
"Currently",1
"Csharp",1
"CsWeek",1
"Crystal",1
"Cryptologist",1
"Crypto",1
"Critical",1
"Cripples",1
"Creek",1
"Creatvivity",1
"Creating",1
"Creates",1
"Crawford",1
"Crash",1
"Cracking",1
"Covers",1
"Country",1
"Counterfactual",1
"Couldnt",1
"Costs",1
"Cost",1
"Correction",1
"Corporation",1
"Corpora",1
"Coroutines",1
"Coping",1
"Coordinator",1
"Cooley",1
"Convolutional",1
"Convert",1
"Conundrum",1
"Contrary",1
"Contraction",1
"Continuous",1
"Content",1
"Contemporary",1
"Consultants",1
"Constraints",1
"Constrained",1
"Consequences",1
"Cons",1
"Conquer",1
"Connection",1
"Connecting",1
"Congressional",1
"Conditional",1
"Condition",1
"Concisely",1
"Concepts",1
"ComputingComputerScience",1
"ComputerScienceatTrinity",1
"ComputerScienceIT",1
"ComputerAided",1
"Computationalthinking",1
"ComputationalThinking",1
"ComputationalLinguistics",1
"Component",1
"Complexity",1
"Completion",1
"Comparable",1
"Comp",1
"CommunicationsTechnology",1
"Common",1
"Committee",1
"CommandLine",1
"Combat",1
"Columbia",1
"Collision",1
"CogswellCollege",1
"Cognitive",1
"CodingCapers",1
"Coded",1
"CodePath",1
"CodeCrew",1
"CoSIT",1
"CoCreate",1
"Cloudcomputing",1
"CloudWorkflow",1
"CloudNative",1
"Cloud901",1
"Close",1
"Climate",1
"Clever",1
"Clean",1
"Classroom",1
"Classifier",1
"Class",1
"Claridges",1
"ClaimExpertise",1
"Civil",1
"Circuit",1
"Circles",1
"Chufan",1
"Chromebooks",1
"Christoph",1
"Choosing",1
"ChooseUEL",1
"ChooseEUSD",1
"Choose",1
"Choice",1
"Chip",1
"ChineseChemistry",1
"Chinese",1
"Chinchure",1
"ChildrensDay2019",1
"Childrens",1
"Chicken",1
"Chicagoland",1
"Cheyenne",1
"Chess",1
"Chemistry",1
"ChemicalStructures",1
"CheckYourTech",1
"Charges",1
"Characters",1
"Channel",1
"Changing",1
"Change",1
"Chan",1
"Challenging",1
"Challenges",1
"Chairman",1
"Ceyuan",1
"Cetification",1
"Certificates",1
"Cert",1
"Century",1
"Centre",1
"Central",1
"Catherine",1
"Caszo",1
"Castro",1
"CastleSTEAM",1
"Castle",1
"Case",1
"Cascade",1
"Casagrande",1
"Carvalho",1
"Carpet",1
"Carnegie",1
"Carmack",1
"Carlisle",1
"Careers",1
"CareerKarma",1
"Carbajal",1
"Capitol",1
"Capital",1
"Capers",1
"Capacity",1
"Capability",1
"Capabilities",1
"Candidates",1
"Canadian",1
"Camp",1
"Camilla",1
"Camera",1
"California",1
"Calendar",1
"Calculate",1
"Cairo",1
"CTRLYourFuture",1
"CTAE",1
"CSinSF",1
"CSinPA",1
"CSforGood",1
"CSforCA",1
"CSforAR",1
"CSedweek",1
"CSed",1
"CSV",1
"CSUSM",1
"CSU",1
"CSTA2020",1
"CSForGood",1
"CSEdweek",1
"CSEdWeek",1
"CSE1OOF4OOF",1
"CSE1OOF",1
"CSE",1
"CSDUOC",1
"CSD",1
"CS4all",1
"CS4GA",1
"CRM",1
"CPUs",1
"CPSSuccess",1
"CORE",1
"COMPUTERSCIENCE",1
"CODE4her",1
"CMUPortugal",1
"CLUE",1
"CHIEF",1
"CHEAP",1
"CFCS",1
"CEO",1
"CDE",1
"CAUSED",1
"CALL",1
"Button",1
"BusinessIntelligance",1
"BusinessInformationSystems",1
"BusinessGrowth",1
"BusinessAdministration",1
"Bulathwela",1
"Built",1
"BufferOverflow",1
"Buchanan",1
"Browse",1
"Broadway",1
"Britain",1
"Brighton",1
"Brick",1
"Brett",1
"Brentwood",1
"BrendaDardenW",1
"Breastcancer",1
"Bravo",1
"Brand",1
"Braille",1
"Bradford",1
"Brad",1
"Boys",1
"Box",1
"Bouman",1
"BoulderCSED",1
"BoulderCO",1
"Bots",1
"Botguy",1
"Bot",1
"Borrows",1
"Booth",1
"Boone",1
"Bonus",1
"Boltons",1
"Bolt",1
"BollywoodActress",1
"BoiseState",1
"Bock",1
"Bob",1
"Board",1
"Blockly",1
"Blockchains",1
"BlockChain",1
"Bitsbox",1
"Bits",1
"Birkbeck",1
"Birds",1
"Bird",1
"Bioinformatics",1
"Biochemistry",1
"BinghamtonUniversity",1
"BinBin",1
"Billion",1
"Bilas",1
"Bigram",1
"Biases",1
"BiasVariance",1
"Bias",1
"Betti",1
"BenthamScience",1
"Bennett",1
"Benjamin",1
"Bengaluru",1
"Ben",1
"Belt",1
"Bells",1
"Believed",1
"Belgium",1
"Behind",1
"Behaviour",1
"Behavioral",1
"Beginner",1
"BecomeEditor",1
"Becker",1
"BeautiWithBrain",1
"Beaty",1
"Beat",1
"BeTheNext",1
"Bcz",1
"Batch",1
"Basics",1
"Barriers",1
"Bandits",1
"Balloons",1
"Baker",1
"BUSINESS",1
"BUILT",1
"BPM",1
"BOFs",1
"BMiranda",1
"BMW",1
"BLACKandSTEM",1
"BGC",1
"BDPACon20",1
"BDPACon19",1
"BDPA",1
"BBA",1
"BASICLang",1
"BASIC",1
"AzureVirtualMachineDisks",1
"AzureVirtualMachine",1
"Aziz",1
"Azin",1
"Awww",1
"Aware",1
"Awarded",1
"Award",1
"Available",1
"Automotive",1
"Automated",1
"Autoencoder",1
"Autodesk",1
"AutoAuto",1
"Austria",1
"Auptimizer",1
"Auptimize",1
"Augmentative",1
"Audrey",1
"Audiobooks",1
"Audio",1
"Attributes",1
"Attendees",1
"Atomics",1
"Atari",1
"Asynchronous",1
"Astronomical",1
"Astons",1
"Associate",1
"Assistants",1
"AssignmentHelp",1
"Assets",1
"AssessmentHelp",1
"Assessment",1
"Assembly",1
"AspirationDigital",1
"AsiaPacific",1
"Asia",1
"Artifact",1
"Art",1
"ArrayList",1
"Array",1
"Army",1
"Arlington",1
"Arkansas",1
"Area",1
"AreYouLizardEnough",1
"Arduino",1
"Arctic",1
"Archives",1
"Architectures",1
"ArcGIS",1
"Arbor",1
"Approximation",1
"Approach",1
"ApplyNow",1
"AppliedDigitalSkills",1
"AppleEduChat",1
"Appealing",1
"ApexUniversity",1
"Anyone",1
"Any",1
"Anousha",1
"Announcing",1
"Announces",1
"Announced",1
"Annealer",1
"Ann",1
"Anmo",1
"Angularjs",1
"Angelos",1
"Angeles",1
"Anderson",1
"Analyzing",1
"Analytic",1
"Amsterdam",1
"Amlwchs",1
"American",1
"America",1
"AmazonFutureEngineer",1
"Always",1
"Allies",1
"Alliance",1
"Alibabas",1
"Alibaba",1
"Aliasing",1
"Algorithmic",1
"AlgorithmDeepLearning",1
"Alexas",1
"Alessandro",1
"Aleksandrov",1
"Alan",1
"AkshayStudyAbroad",1
"Akshay",1
"Akita",1
"Ajebo",1
"Airtel",1
"Airpods",1
"Aiden",1
"Aid",1
"Agreed",1
"Agree",1
"Agile",1
"Agent",1
"Africa",1
"Aero",1
"Aerial",1
"Advisory",1
"Advisor",1
"Advertising",1
"Advantages",1
"Advantage",1
"Advances",1
"AdvancedMaterials",1
"Advance",1
"Ads",1
"Adoption",1
"AdminJobs",1
"Aditya",1
"Adam",1
"Acquires",1
"Acquire",1
"Acoustics",1
"Acoustic",1
"Achievements",1
"AccountingAdvanced",1
"Accounting",1
"Accenture",1
"Accelerator",1
"AcademicWriting",1
"AcademicTwitter",1
"AcademicEditors",1
"Academic",1
"Abroad",1
"AWs",1
"AWESOME",1
"ATTENTION",1
"ASSETS",1
"AREA",1
"ARE",1
"APK",1
"API",1
"APCSP",1
"ANN",1
"AND",1
"ALTERNATIVE",1
"AIforGood",1
"AIWeekly",1
"AIM",1
"AIFestival",1
"AIClub",1
"AIC",1
"AI4k12",1
"AGRho",1
"AFSAInfosystems",1
"AES",1
"ACTFL19",1
"ACMW",1
"ACID",1
"ACE",1
"ABertolino",1
"AADT",1
"9999431378",1
"999",1
"92shirts",1
"915",1
"8GB",1
"8583242820",1
"830",1
"80K",1
"8057684",1
"800",1
"80",1
"750",1
"744000",1
"715am",1
"7000",1
"6thgrade",1
"6am",1
"640",1
"6000",1
"5308pm",1
"505",1
"500hrs",1
"4kgaming",1
"4OOF",1
"46pm",1
"45173",1
"44451",1
"428828",1
"41219",1
"40ton",1
"400",1
"3rdGrade",1
"3hr",1
"3d",1
"3DRotationEquivariant",1
"3815",1
"36737",1
"365daysofcode",1
"311",1
"3030",1
"2ndoriginalcopy",1
"2day",1
"29th",1
"25K",1
"25000",1
"247",1
"245",1
"2327",1
"230",1
"2223",1
"21stcenturyskills",1
"21stcentury",1
"21centuryskills",1
"21CTeachMeet",1
"20K",1
"207",1
"203",1
"20202021",1
"2018",1
"2017",1
"2013",1
"2008Now",1
"2000",1
"200",1
"1pm",1
"1980s",1
"18th",1
"1800",1
"180",1
"17th",1
"16th",1
"15th",1
"135",1
"1300138600",1
"12th",1
"12PM",1
"127",1
"1239",1
"1215",1
"120000",1
"1200",1
"120",1
"11am",1
"117",1
"11619",1
"115",1
"1142",1
"1123",1
"111919",1
"1119",1
"1116",1
"110000",1
"11000",1
"10am",1
"10a",1
"108MP",1
"106",1
"1030am",1
"1010",1
"100daysofcs",1
"100daysofcode",1
"100DaysofCode",1
"09122019",1
"09082687404",1
"07423186662",1
"0500",1
